Creator,Year,MonthText,Title,tags,url
George Anschuetz Mur,2005,1,"Earthfreaks: The Hippie Trip In Asia, Circa 1970",1960s;1970s;2000s;HannahBkShelf-52;Hash;Hasheesh;Hashish;Hippie;Printed,http://cannabismuseum.com/omeka/api/items/6154
Richard Stratton,2005,1,Altered States of America,1970s;CIA;Cold War;Communist;Crime;HannahBkShelf-42;Journalism;LSD;MKUltra;Needs Photo;Printed;Prison;United States,http://cannabismuseum.com/omeka/api/items/6178
George Anschuetz Mur,2005,1,"Earthfreaks: The Hippie Trip In Asia, Circa 1970",1960s;1970s;2000s;HannahBkShelf-33;Hash;Hasheesh;Hashish;Hippie;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/6356
Galleria Photology,2005,1,Beat & Pieces,2000s;Beat Generation;Timothy Leary,http://cannabismuseum.com/omeka/api/items/6392
Les Stark compiled by,2005,1,Hempstone Heritage I,2000s;Early American;Hemp;Printed,http://cannabismuseum.com/omeka/api/items/6941
Les Stark compiled by ,2005,1,Hempstone Heritage I,2000s;Early American;Hemp;Printed,http://cannabismuseum.com/omeka/api/items/6942
Ed Venrick,2005,1,"Athens County The Second Century 
1905-2005",2000s;Printed,http://cannabismuseum.com/omeka/api/items/6986
Charles Perry,2005,1,The Haight Ashbury,1960s;1st Edition;2000s;Bob Weir;California;Grateful Dead;Haight Ashbury;Hippie;Hippies;Jack Casady;Janis Joplin;Jefferson Airplane;Jerry Garcia;Jorma Kaukonen;Music;Psychedelic;San Francisco,http://cannabismuseum.com/omeka/api/items/8328
David Dodd,2005,1,The Complete Annotated Grateful Dead Lyrics,1960s;Bob Weir;Book;Grateful Dead;Jerry Garcia;Music;Phil Lesh;Robert Hunter;Song Book,http://cannabismuseum.com/omeka/api/items/10550
Douglas A. McVay,2004,1,Drug War Facts: 2004,2000s;Addiction;Drug Policy Reform;Drugs;GuestRoom2-6;Law;Policy;Printed;United States;War on Drugs,http://cannabismuseum.com/omeka/api/items/1132
Douglas A. McVay,2004,1,Drug War Facts: 2004,2000s;Addiction;Drug Policy Reform;Drugs;GuestRoom2-6;Law;Policy;Printed;United States;War on Drugs,http://cannabismuseum.com/omeka/api/items/1217
Douglas A. McVay,2004,1,Drug War Facts: 2004,2000s;Addiction;Drug Policy Reform;Drugs;GuestRoom2-6;Law;Policy;Printed;United States;War on Drugs,http://cannabismuseum.com/omeka/api/items/1344
Ralph Metzner with Diane Conn Darling,2004,1,Teonanácatl,2000s;GuestRoom1-2;Hallucinogenic;Mushrooms;Printed,http://cannabismuseum.com/omeka/api/items/1516
Douglas A. McVay,2004,1,Drug War Facts: 2004,2000s;Addiction;Drug Policy Reform;Drugs;GuestRoom2-6;Law;Policy;Printed;United States;War on Drugs,http://cannabismuseum.com/omeka/api/items/1665
Stuart Herrington,2004,1,Stalking The Vietcong: Inside Operation Phoenix: A Personal Account,1960s;1970s;2000s;Assassin;CIA;GuestRoom7-2;Printed;Vietnam;Vietnam War;Violence,http://cannabismuseum.com/omeka/api/items/1698
Paul Krassner,2004,1,Magic Mushrooms and Other Highs ,2000s;Comedy;Ecstasy;HannahBkShelf-62;MDMA;Needs Photo;Paul Krassner;Printed,http://cannabismuseum.com/omeka/api/items/4113
Lee Bridges ,2004,1,"Me, Two",1960s;1970s;2000s;Amsterdam;Cannabis;London;Paris;Poetry;Printed;Signed,http://cannabismuseum.com/omeka/api/items/6214
Nansi A. MacDonald,2004,1,Another Veil is Lifting ,2000s;Book;Grow;Hemp;Marijuana;Plants;Printed;United States,http://cannabismuseum.com/omeka/api/items/6224
Antonio Pineda,2004,1,The Magik Papers,2000s;Albert Hofmann;Detective Story;Haight Ashbury;Hells Angels;Jim Morrison;Ken Kesey;LSD;Magick;Michael McClure;Psychedelic;Rare Book;San Francisco;Signed;Signed by Author;Thailand;Timothy Leary;Underground,http://cannabismuseum.com/omeka/api/items/7208
Zhou Xun,2004,1,A Global History of Smoking ,2000s;Cocaine;Ganga;Hookah;Houkah;Medicine;Pipe;Science;Smoke;Smoking;Stigma;Tobacco,http://cannabismuseum.com/omeka/api/items/7341
Ken Babbs,2004,1,A Form of Work that Becomes a Construct,2000s;Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7612
Dan Joy,2004,1,Counterculture Through the Ages,2000s;Acid;Counterculture;Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7711
Antonio Pineda,2004,1,The Magick Papers,Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7849
Daniel E. Williams,2004,1,The Naked Truth about Drugs,Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7914
Barry Miles ,2004,1,Hippie ,2000s;Acid Tests;Anti-War;Fashion;Hippie;Movie;Poetry;Politics;Protests;Psychedelic;Psychedelic Experience;Psychedelics;San Francisco;Summer of Love;The Bus;Timothy Leary;Vietnam;Woodstock,http://cannabismuseum.com/omeka/api/items/8159
Jonah Raskin,2004,1,American Scream,1940s;1950s;2000s;Allen Ginsberg;Beat Generation;Book;California;Interviews;Jack Kerouac;Journal;Neal Cassady;New Jersey;New York;New York City;Poetry;Printed;San Francisco;SS-Books Collection;SS-Previous Collection;William S. Burroughs,http://cannabismuseum.com/omeka/api/items/9199
Lionel Rene Saporta,2003,1,"Closing Argument: Defending (and Befriending) John Gotti, and Other Legal Battles I Have Waged",2000s;Autobiography;Biography;Crime;Law;New York;New York City;NewHo;Prnted,http://cannabismuseum.com/omeka/api/items/1426
Martin Booth,2003,1,Cannabis,2000s;GuestRoom2-5;Printed,http://cannabismuseum.com/omeka/api/items/1801
W. Steven Pray,2003,1,A history of nonprescription product regulation,2000s;GuestRoom2-1;Printed,http://cannabismuseum.com/omeka/api/items/1866
James H. Mills,2003,1,Cannabis Britannica,2000s;GuestRoom2-5;Printed,http://cannabismuseum.com/omeka/api/items/2097
Jeff Tamarkin ,2003,1,Got a Revolution ,1960s;2000s;Biography;California;HannahBkShelf-75;Jack Casady;Jefferson Airplane;Jorma Kaukonen;Music;Needs Photo;Printed;Rock n' Roll;San Francisco,http://cannabismuseum.com/omeka/api/items/3657
LaRayne Jeffries ,2003,1,Jeffrey's Journey ,2000s;Book;Children;Legalization;Marijuana;Medical Marijuana;Printed,http://cannabismuseum.com/omeka/api/items/6219
LaRayne Jeffries ,2003,1,Jeffrey's Journey ,2000s;Book;Children;Legal;Legalization;Marijuana;Medical;Medical Marijuana;Printed,http://cannabismuseum.com/omeka/api/items/6223
Harvey Wysong ,2003,1,The Jury's Business Is Justice ,2000s;HannahBkShelf-34;Justice;Law;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/6657
J. Buschmann,2003,1,Die Kunst des Zuchtens ,2000s;Printed,http://cannabismuseum.com/omeka/api/items/6893
Albert Stewart Edward,2003,1,Who the Hell is Stew Albert?,Abbie Hoffman;Allen Ginsberg;CIA;Jerry Rubin;John Lennon;Phil Ochs;Printed;SS-Horowitz Collection;SS-Previous Collection;Stew Albert;Timothy Leary;William S. Burroughs;Working-Leary;Yoko Ono,http://cannabismuseum.com/omeka/api/items/7684
Wolfgang Sterneck,2003,1,"Kultur, Vision und Kritik",1st Edition;2000s;German;Psychedelics;Psychedelika,http://cannabismuseum.com/omeka/api/items/8235
Arthur Wallace & Garn A. Wallace,2003,1,Polyacrylamide (PAM) and Micronized PAM Soil Conditioners,2000s;Book;SS-Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/9141
,2003,1,The International HighLife Guide ,2000s;Book;Cannabis;Coffeeshops;Hemp;Hemp Industries;Netherlands,http://cannabismuseum.com/omeka/api/items/9809
Mary Lynn Mathre,2002,1,Women and cannabis,2000s;GuestRoom4-4;Printed,http://cannabismuseum.com/omeka/api/items/1491
Mike Gray,2002,1,Busted,2000s;NewHo;Prnted,http://cannabismuseum.com/omeka/api/items/1501
Mary Lynn Mathre,2002,1,Women and Cannabis,2000s,http://cannabismuseum.com/omeka/api/items/2064
Paul Krassner,2002,1,Murder at the Conspiracy Convention ,2000s;Comedy;HannahBkShelf-62;Paul Krassner;Printed,http://cannabismuseum.com/omeka/api/items/4086
Glen Sonnedecker ,2002,1,150 Years of Caring ,2000s;HannahBkShelf-76;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/5698
,2002,1,Merchants Of Medicine: Nostrum Peddlers- Yesterday And Today,2000s;HannahBkShelf-53;New101;Nostrum;Printed,http://cannabismuseum.com/omeka/api/items/6101
,2002,1,Merchants Of Medicine: Nostrum Peddlers- Yesterday And Today,2000s;Nostrum,http://cannabismuseum.com/omeka/api/items/6102
Ansley Hamid,2002,1,The Ganja Complex,2000s;Africa;Book;Ganja;Marijuana;Printed;Rasta;Religion,http://cannabismuseum.com/omeka/api/items/6136
Anne Bonney ,2002,1,The Beginning of Cannabis and Coffeeshops in Amsterdam,2000s;Amsterdam;Cannabis;Coffeeshops;HannahBkShelf-34;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/6695
Mathias Broeckers,2002,1,Hemp Hanf Chanvre Cañamo,2000s;Cañamo;Cannabis;Chanvre;Hanf,http://cannabismuseum.com/omeka/api/items/8163
Mathias Broeckers,2002,1,"Hemp, Hanf, Chanvre, Cañamo",2000s;Cañamo;Cannabis;Chanvre;Hanf;Hemp,http://cannabismuseum.com/omeka/api/items/8164
Daniel Pinchbeck ,2002,1,A Psychedelic Journey into the Heart of Contemporary Shamanism ,1960s;1st Edition;DMT;Fungus;Magick;Psychedelic Experience;Shamanism,http://cannabismuseum.com/omeka/api/items/8228
Paul Krassner,2002,1,Murder at the Conspiracy Convention,2000s;Book;Comedy;John Lennon;Paul Krassner;SS-Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/9159
Allen Ginsberg,2002,1,Travels with Ginsberg: A Postcard Book,1940s;1950s;1990s;2000s;Africa;Allen Ginsberg;Beat Generation;Book;Canada;Czech;India;Jack Kerouac;Mexico;Morocco;Photography;Postcard;SS-Books Collection;SS-Previous Collection;Turkey;William S. Burroughs,http://cannabismuseum.com/omeka/api/items/9175
Clark Heinrich,2002,1,Magic Mushrooms in Religion and Alchemy,2000s;Alchemy;Book;Illustrated;Mushrooms;Printed;Psychedelic;Spirituality;SS-Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/9189
Christopher Fever,2002,1,The Late Great Allen Ginsberg,2000s;Allen Ginsberg;Beat Generation;Biography;Book;Photo;Photography;Printed;SS-Books Collection;SS-Previous Collection;William S. Burroughs,http://cannabismuseum.com/omeka/api/items/9192
Allen Ginsberg,2002,1,Spontaneous Mind,1950s;1990s;2000s;Allen Ginsberg;Beat Generation;Book;Chicago;Illinois;Interviews;Printed;SS-Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/9201
,2002,1,Highlife Wilser ,2000s;Book;Coffeeshops;Grass;Guide;Hemp,http://cannabismuseum.com/omeka/api/items/9814
Glenn Sonnedecker  David L. Cowen & Gregory J. Higby,2002,1,Drugstore Memories,1820s;1930s;Drug Store;History;Pharmacist;Pharmacy;Printed;Wisconsin,http://cannabismuseum.com/omeka/api/items/10162
Holland,2001,1,Pot Book,2000s;GuestRoom2-5;Printed,http://cannabismuseum.com/omeka/api/items/1408
Martin Butter,2001,1,Hanf Das Weiße Gold Der Batschka Ein Nachwachsender Rohstoff Heute ?,2000s,http://cannabismuseum.com/omeka/api/items/1793
Pauline Reilly,2001,1,Cannabis & Cancer,2000s;GuestRoom4-4;Printed,http://cannabismuseum.com/omeka/api/items/2106
,2001,1,Life with Hope,2000s,http://cannabismuseum.com/omeka/api/items/2265
Allen Ginsberg & Louis Ginsberg,2001,1,Family Business ,1st Edition;2000s;Beat Generation;California;FBI;HannahBkShelf-63;LSD;Needs Photo;Printed;Psychedelic;San Francisco;Timothy Leary,http://cannabismuseum.com/omeka/api/items/5700
Martin Butter,2001,1,Hanf Das Weiße Gold Der Batschka Ein Nachwachsender Rohstoff Heute ?,2000s,http://cannabismuseum.com/omeka/api/items/5800
,2001,1,Life with Hope,2000s;HannahBkShelf-75;Printed,http://cannabismuseum.com/omeka/api/items/5871
Peter D.A. Cohen ,2001,1,"Licit and Illicit Drug Use in Amsterdam, 1987 to 2001",1980s;1990s;2000s;Amphetamines;Amsterdam;Cannabis;Cocaine;Drug;Ecstasy;Hallucinogens;Mushrooms;Opiates;Printed,http://cannabismuseum.com/omeka/api/items/6222
Timothy Leary,2001,1,Your Brain is God ,1980s;2000s;Timothy Leary,http://cannabismuseum.com/omeka/api/items/6236
Lionel Bovier & Mai-Thu Perret,2001,1,Timewave Zero: A Psychedelic Reader,2000s;Acid;Ecstasy;LSD;MDMA;Psychedelic;Timothy Leary,http://cannabismuseum.com/omeka/api/items/6650
Douglas A. McVay ,2001,1,Drug War Facts: 2001,2000s;Drug Policy Reform;Drugs;HannahBkShelf-34;Needs Photo;Policy;Printed;United States;War on Drugs,http://cannabismuseum.com/omeka/api/items/6656
International Cannabinoid Research Society,2001,1,2001 Symposium on the Cannabinoids,2000s;Cannabinoid;Chemistry;Drug Abuse;HannahBkShelf-34;Needs Photo;Printed;Psychology;Research;Spain,http://cannabismuseum.com/omeka/api/items/6684
Douglas A. McVay,2001,1,Drug War Facts: 2001,2000s;Drug;Drug Policy Reform;Drugs;HannahBkShelf-35;Needs Photo;Policy;Printed;United States;War on Drugs,http://cannabismuseum.com/omeka/api/items/6832
Oleg Vidi ,2001,1,Hemp Encyclopedia References (Koholljirhar ...),2000s;Encyclopedia;Hemp;Printed;Reference;Russia,http://cannabismuseum.com/omeka/api/items/7120
U.S. Department of Justice Drug Enforcement Administration,2001,1,Final Supplement to the Environmental Impact Statements ,2000s;Cannabis;Department of Justice;Environmental Impact;Eradication;Hawaii;Printed;United States,http://cannabismuseum.com/omeka/api/items/7135
Virginia Resner,2001,1,Human Rights and the US Drug War ,2000s;Human Rights;United States;War on Drugs,http://cannabismuseum.com/omeka/api/items/7145
Allen Ginsberg,2001,1,Reality Sandwiches,2000s;Allen Ginsberg;Beat Generation;Harlem;Poetry;Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7705
Karl Jansen,2001,1,Ketamine,K;Ketamine;Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7747
Christian Ratsch,2001,1,Pflanzen der Liebe,Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7855
Barbara Hodgson,2001,1,In the Arms of Morpheus,1800s;2000s;Belladonna;Book;Drug;Elixirs;Ether;Extract;Hashish;Illustrated;Laudanum;Medical;Medicine;Morphine;Opium;Patent Medicine;Poppy;SS-Books Collection;SS-Previous Collection;Wine,http://cannabismuseum.com/omeka/api/items/9168
Timothy Leary,2001,1,The Politics of Psycho Pharmacology,2000s;Book;California;Consciousness;LSD;Pharmacology;Printed;Psychedelic Drugs;Psychology;SS-Books Collection;SS-Previous Collection;Timothy Leary,http://cannabismuseum.com/omeka/api/items/9210
Ned Beaumont,2001,1,Everything's a Racket,2000s;Cultural;Culture;History;Humor,http://cannabismuseum.com/omeka/api/items/10518
James Wilson,2001,1,Freelance Writer's Handbook,2000s;2nd Edition;Handbook,http://cannabismuseum.com/omeka/api/items/10521
David Jay Brown,2000,1,Virus: The Alien Strain,2000s;Aliens;Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7641
David Jay Brown,2000,1,Virus: The Alien Strain,2000s;Printed;Science Fiction;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7642
Francis Podrebarac,2000,1,The New Prescription,2000s;GuestRoom4-4;Printed,http://cannabismuseum.com/omeka/api/items/1448
Lee Bridges,2000,1,The Cannabis Poet A World of Smoke,2000s;Smoke,http://cannabismuseum.com/omeka/api/items/1540
Francis Podrebarac,2000,1,The New Prescription,2000s;GuestRoom4-4;Printed,http://cannabismuseum.com/omeka/api/items/2021
Angela Royston,2000,1,Marijuana,2000s;Cannabis;Children;Drug;Drugs;Education;Grass;GuestRoom2-5;Hash;Hashish;Hemp;Marijuana;NewHo;Oils;Plants;Printed;Prnted;Sinsemilla;Teens;THC;War on Drugs;Weed,http://cannabismuseum.com/omeka/api/items/2175
Michael Kazin,2000,1,America Divided ,2000s;HannahBkShelf-62;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/4114
Lee Bridges,2000,1,The Cannabis Poet A World of Smoke,2000s;Printed;Smoke,http://cannabismuseum.com/omeka/api/items/5763
James H. Mills,2000,1,"Madness, Cannabis and Colonialism",2000s;Cannabis;Colonialism;England;HannahBkShelf-53;Insane;Mental Illness;Printed,http://cannabismuseum.com/omeka/api/items/6100
Timothy Leary ,2000,1,Flashback Books #11 ,2000s;LSD;Printed;Psychedelic;Timothy Leary,http://cannabismuseum.com/omeka/api/items/6123
James Clark,2000,1,The Spirit of Revolt and the Quest for Freedom in the Cinema of the 60's,1960s;2000s;Film;Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7656
Robert C. Fuller,2000,1,Stairways to Heaven,Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7694
A. Sid Hedd,2000,1,The Psychedelic Vision,2000s;Printed;Psychedelic;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7728
Adrian C. Louis,2000,1,Ancient Acid Flashes Back,Acid;California;Flashbacks;Haight Ashbury;Poetry;Printed;San Francisco;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7797
Nicholas Saunders,2000,1,In Search of the Ultimate High,Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7872
Jack Stevenson,2000,1,Addicted: The Myth & Menace of Drugs in Film,Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7887
Barry Miles,2000,1,The Beat Hotel,1950s;1960s;2000s;Allen Ginsberg;Beat Generation;Biography;Book;France;Paris;Poetry;Printed;SS-Books Collection;SS-Previous Collection;William S. Burroughs,http://cannabismuseum.com/omeka/api/items/9171
Charles Fischer,2000,1,An Evening With the Doctor,2000s;Book;Graphic Novel;Hunter S. Thompson;Illustrated;Printed;SS-Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/9190
Paul Krassner,2000,1,"Sex, Drugs & the Twinkie Murders",2000s;Book;Comedy;Drugs;Paul Krassner;Printed;SS-Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/9208
Nick Evangelista & Anita Evangelista,2000,1,Country Living is Risky Business,2000s;Farmers;Missouri,http://cannabismuseum.com/omeka/api/items/10513
Thomas Little,1999,1,Psychedelics reimagined,1990s,http://cannabismuseum.com/omeka/api/items/1129
Cal Morgan,1999,1,10 Foolish Fortune Hunters,1990s;California;Farmers;HannahBkShelf-42;Marijuana;Needs Photo;Printed;Women,http://cannabismuseum.com/omeka/api/items/1236
Lisa Law,1999,1,Interviews with icons,1990s;Cabinet 7 Row 3;GuestRoom7-3;Printed,http://cannabismuseum.com/omeka/api/items/1402
Joe Astro,1999,1,2002 : A Novel,1990s,http://cannabismuseum.com/omeka/api/items/1439
Joe Astro,1999,1,2002 : A Novel,1990s,http://cannabismuseum.com/omeka/api/items/1483
American Institute of the History of Pharmacy,1999,1,A guide to pharmacy museums and historical collections in the United States and Canada,1990s;GuestRoom4-2;Printed,http://cannabismuseum.com/omeka/api/items/1820
Mary Bogard,1999,1,History of Drug Containers and Their Labels,1990s;Container;Drug;History;Printed;Wisconsin,http://cannabismuseum.com/omeka/api/items/1966
Patrick Matthews,1999,1,Cannabis Culture,1990s;GuestRoom4-4;Printed,http://cannabismuseum.com/omeka/api/items/2105
Carol C. Nadelson,1999,1,Through a Glass Darkly,1990s;GuestRoom2-5;Hash;Hasheesh;Hashish;Printed,http://cannabismuseum.com/omeka/api/items/2145
Gary L. Somdahl,1999,1,Marijuana Drug Dangers,1990s;GuestRoom2-2;Printed,http://cannabismuseum.com/omeka/api/items/2284
George A. Bender ,1999,1,Pictorial Annals of Medicine and Pharmacy,1990s;HannahBkShelf-77;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/3467
George A. Bender ,1999,1,Pictorial Annals of Medicine and Pharmacy,1990s;HannahBkShelf-77;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/3468
Robert Strike,1999,1,Total Synthesis II,1990s;HannahBkShelf-62;LSD;Needs Photo;Printed;Psychedelic,http://cannabismuseum.com/omeka/api/items/3994
Paul Krassner,1999,1,Pot Stories for the Soul ,1990s;1st Edition;Comedy;HannahBkShelf-76;Needs Photo;Paul Krassner;Printed,http://cannabismuseum.com/omeka/api/items/4095
Thomas Little,1999,1,Psychedelics Reimagined,1990s;HannahBkShelf-67;Printed,http://cannabismuseum.com/omeka/api/items/5716
Joe Astro,1999,1,2002 : A Novel,1990s;HannahBkShelf-64;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/5747
Joe Astro,1999,1,2002 : A Novel,1990s;HannahBkShelf-64;Printed,http://cannabismuseum.com/omeka/api/items/5756
Laurence Cherniak ,1999,1,The Great Book of Hashish,1990s;HannahBkShelf-45;Hash;Hasheesh;Hashish;Needs Photo;Printed;Signed,http://cannabismuseum.com/omeka/api/items/6752
Martha Longenecker,1999,1,Dowry,1990s;California;Eastern European;Folk Art;Folk Costumes;Printed;San Diego,http://cannabismuseum.com/omeka/api/items/6992
David W. Pate,1999,1,Anandamide Structure-Activity Relationships and Mechanisms of Action on Intraocular Pressure in the Normotensive Rabbit Model,Printed,http://cannabismuseum.com/omeka/api/items/7119
Nicholas Blincoe,1999,1,Dope Priest,1990s;Dope;Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7633
Aldous Huxley,1999,1,Moksha,1930s;1950s;1960s;1990s;Aldous Huxley;California;Chemicals;Consciousness;Drugs;Hallucinogenic Drugs;Los Angeles;LSD;Mescaline;Peyote;Philosophy;Printed;Psychedelic Drugs;Psychedelics;Psychology;Religion;Science;Science Fiction;Sex;Society;Spirituality;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7741
Mike Jay,1999,1,Artificial Paradises,1990s;Beat Generation;Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7749
Daniel Merkur,1999,1,the Psychedelic Sacrament of the Bible,1990s;Bible;Manna;Mysticism;Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7813
Barbara Hodgson ,1999,1,A Portrait of the Heavenly Demon,1990s;Opium,http://cannabismuseum.com/omeka/api/items/8244
,1999,1,Hemp Pages,1990s;2000s;Hemp;Hemp Industries;Journal,http://cannabismuseum.com/omeka/api/items/9813
Michael McClure,1999,1,Huge Dreams,1990s;Beat Generation;Book;Michael McClure;Poetry;San Francisco,http://cannabismuseum.com/omeka/api/items/10078
Michael McClure,1999,1,Touching the Edge,1990s;Beat Generation;Book;Michael McClure;Poetry;San Francisco,http://cannabismuseum.com/omeka/api/items/10081
Timothy Leary,1998,1,Info-Psychology: A Revision of Exo-Psychology,1980s;Neuropsychology;Parapsychology;Printed;Psychology;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7772
Robert Anton Wilson,1998,1,Illuminatus! Trilogy,Illuminati;Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7918
Michael Poole,1998,1,Romancing Mary Jane: A year in the life of a failed marijuana grower,1990s;GuestRoom5-2;Printed,http://cannabismuseum.com/omeka/api/items/1405
Martin Martinez,1998,1,Cannabis Indications Scientific Aspects,1990s;Cannabis;Cannabis Indica;Indica,http://cannabismuseum.com/omeka/api/items/1509
Lee N. Bridges,1998,1,Whew!,1990s,http://cannabismuseum.com/omeka/api/items/1539
Robert Thorne,1998,1,Marihuana: The Burning Bush of Moses  Mysticism & Cannabis Experience,1990s;Cannabis;GuestRoom1-3;History;Marihuana;Marijuana;Mysticism;Printed;Psychology;Religion,http://cannabismuseum.com/omeka/api/items/1823
Robert Bunch,1998,1,Invisible Marijuana and Psychedelic Mushroom Gardens ,1990s;HannahBkShelf-76;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/3898
J. Lynne Dodson,1998,1,"Plants, Pills & Potions ",1990s;HannahBkShelf-76;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/4091
Aldous Huxley ,1998,1,Brave New World ,1990s;Aldous Huxley;HannahBkShelf-63;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/5625
Martin Martinez,1998,1,Cannabis Indications Scientific Aspects,1990s;Cannabis;Cannabis Indica;HannahBkShelf-56;Indica;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/5760
Lee N. Bridges,1998,1,Whew!,1990s;HannahBkShelf-67;Printed,http://cannabismuseum.com/omeka/api/items/5762
Jean-Pierre Galland,1998,1,Les Très Riches Heures Du Cannabis,1990s;Cannabis;Illustrated;Printed,http://cannabismuseum.com/omeka/api/items/6177
Steven N. Allen ,1998,1,Economic Impact of Industrial Hemp in Kentucky ,1990s;Economic Impact;HannahBkShelf-34;Hemp;Hemp Industries;Industrial;Kentucky;Museum;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/6686
NewZealand Hemp Industries Inc. ,1998,1,The 5 Minute Guide to Industrial Hemp In New Zealand ,1990s;Hemp;New Zealand;Printed,http://cannabismuseum.com/omeka/api/items/6946
US Department of Justice ,1998,1,Supplement to the Environmental Impact Statements ,Cannabis;Department of Justice;Eradication;Hawaii;Printed;United States,http://cannabismuseum.com/omeka/api/items/7130
US Department of Agriculture  Animal and Plant Health Inspection Service ,1998,1,Supplement to the Environmental Impact Statements ,1990s;Cannabis;Eradication;Hawaii;United States,http://cannabismuseum.com/omeka/api/items/7196
Leslie Brody,1998,1,Between Madness and Utopia,1960s;1970s;1990s;Ann Arbor;Biography;Chicago;Illinois;Long Island;Michigan;New York;New York City;Printed;Protests;SS-Horowitz Collection;SS-Previous Collection;Vietnam War;Working-Leary,http://cannabismuseum.com/omeka/api/items/7638
Gordon Kennedy,1998,1,Children of the Sun,Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7757
Antonio Melechi,1998,1,an Anthology of Drug Writings,1990s;Acid;Beat Generation;LSD;Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7811
Adam Gottlieb,1998,1,Ancient and Modern Methods of Growing Extraordinary Marijuana,1990s;Cannabis;Grow;India;Marijuana;Mexico;SS-Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/8859
James F. Hopkins,1998,1,A History of the Hemp Industry in Kentucky,1930s;1950s;1990s;Book;Fiber;Harvest;Hemp;Kentucky;Legalization;Plants;Seed;SS-Books Collection;SS-Previous Collection;Tobacco,http://cannabismuseum.com/omeka/api/items/9118
Renate Huppertz,1997,1,Hanf als Medizin. Wiederentdeckung einer Heilpflanze,1990s,http://cannabismuseum.com/omeka/api/items/1270
Mary Lynn Mathre,1997,1,Cannabis in medical practice,1990s;GuestRoom4-4;Printed,http://cannabismuseum.com/omeka/api/items/1586
